"RV56: DEATHS by Year, Cause of death by ICD-10, Sex and Age group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age groups total,0,1,2,3,4,0-4,1-4,5-9,10-14,0-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,15-49,50-54,55-59,60-64,15-64,65 and older,65-69,70-74,75-79,80-84,85 and older,85-89,90-94,95-99,100 and older,Age unknown
,....malignant neoplasm of prostate (C61),Males and females,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,13,22,270,29,47,61,75,58,42,14,2,0,..
,,Males,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,13,22,270,29,47,61,75,58,42,14,2,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,....malignant neopsasm of kidney (C64),Males and females,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,12,11,32,122,12,24,32,26,28,15,10,2,1,..
,,Males,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,7,7,22,58,11,15,15,12,5,3,2,0,0,..
,,Females,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4,10,64,1,9,17,14,23,12,8,2,1,..
,....malignant neoplasm of bladder (C67),Males and females,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,8,15,85,10,16,15,18,26,16,8,1,1,..
,,Males,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,11,63,9,15,12,13,14,9,5,0,0,..
,,Females,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,4,22,1,1,3,5,12,7,3,1,1,..
,....malignant neoplasms of lymphoid/haemotopoietic tissue (C81-C96),Males and females,317,0,0,0,1,0,1,1,0,0,1,0,0,2,2,3,5,6,18,6,15,21,60,256,43,41,73,56,43,29,14,0,0,..
,,Males,149,0,0,0,1,0,1,1,0,0,1,0,0,2,1,2,3,5,13,4,7,12,36,112,24,16,27,27,18,13,5,0,0,..
,,Females,168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,2,8,9,24,144,19,25,46,29,25,16,9,0,0,..
,......leukemia (C91-C95),Males and females,130,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,10,1,4,7,22,108,19,16,26,24,23,16,7,0,0,..
,,Males,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,7,1,2,3,13,47,11,7,11,9,9,7,2,0,0,..
,,Females,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,4,9,61,8,9,15,15,14,9,5,0,0,..
,"Endocrine, nutritional and metabolic diseases (E00-E90)",Males and females,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,9,5,9,11,34,124,20,22,27,27,28,23,5,0,0,..
,,Males,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,2,6,7,20,38,12,11,5,5,5,5,0,0,0,..
,,Females,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,3,3,4,14,86,8,11,22,22,23,18,5,0,0,..
,..diabetes mellitus (E10-E14),Males and females,137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,4,6,11,26,111,18,19,25,23,26,21,5,0,0,..
,,Males,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,4,7,16,37,12,10,5,5,5,5,0,0,0,..
,,Females,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,4,10,74,6,9,20,18,21,16,5,0,0,..
,Diseases of the blood and blood-forming organs (D50-D89),Males and females,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,22,2,2,4,6,8,4,4,0,0,..
,,Males,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,2,2,2,0,0,0,..
,,Females,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,16,1,1,4,4,6,2,4,0,0,..
,..anaemia (D50-D64),Males and females,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,14,1,1,4,2,6,3,3,0,0,..
,,Males,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,2,0,0,0,..
,,Females,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,1,4,1,4,1,3,0,0,..
,"Mental, behavioural disorders (F00-F99)",Males and females,102,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,7,24,9,10,5,48,54,16,3,5,15,15,6,8,1,0,..
,,Males,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,20,8,9,4,41,27,13,1,3,5,5,3,2,0,0,..
,,Females,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,1,1,1,7,27,3,2,2,10,10,3,6,1,0,..
,..mental and behavioural disorders due to use of alcohol (F10),Males and females,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,7,18,9,9,5,41,20,14,0,2,3,1,1,0,0,0,..
,,Males,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,7,18,8,9,4,39,15,11,0,2,1,1,1,0,0,0,..
,,Females,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,3,0,0,2,0,0,0,0,0,..
,"..drug dependence and toxicomania (F11-F16, F18, F19)",Males and females,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,..
,,Males,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,Diseases of the nervous system and sense organs (G00-H95),Males and females,325,1,0,0,0,0,1,0,0,1,2,3,2,2,7,3,3,14,34,8,24,32,98,225,34,34,51,52,54,32,19,2,1,..
,,Males,149,1,0,0,0,0,1,0,0,1,2,2,1,2,7,1,3,8,24,7,18,21,70,77,16,10,18,14,19,12,7,0,0,..
,,Females,176,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,6,10,1,6,11,28,148,18,24,33,38,35,20,12,2,1,..
,..meningitis (G00-G03),Males and females,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0,..
,,Males,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,..
,,Females,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,..
,Diseases of the circulatory system (I00-I99),Males and females,7965,3,0,0,0,1,4,1,0,0,4,2,4,6,11,15,29,69,136,146,228,364,874,7087,526,721,1193,1484,3163,1815,1019,275,54,..
,,Males,3157,2,0,0,0,0,2,0,0,0,2,1,3,4,8,13,21,58,108,113,187,267,675,2480,346,419,567,519,629,415,166,42,6,..
,,Females,4808,1,0,0,0,1,2,1,0,0,2,1,1,2,3,2,8,11,28,33,41,97,199,4607,180,302,626,965,2534,1400,853,233,48,..
,..chronic rheumatic heart diseases (I05-I09),Males and females,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,12,2,1,3,3,3,2,1,0,0,..
,,Males,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,..
,,Females,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,2,1,3,3,3,2,1,0,0,..
,..hypertensive diseases (I10-I15),Males and females,2730,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,16,25,40,51,105,221,2509,150,243,412,541,1163,706,346,102,9,..
,,Males,901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,16,22,32,40,68,162,739,89,120,181,158,191,132,44,14,1,..
,,Females,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,11,37,59,1770,61,123,231,383,972,574,302,88,8,..
,..ischaemic heart diseases (I20-I25),Males and females,3175,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,25,38,45,94,138,315,2860,206,284,450,581,1339,733,448,126,32,..
,,Males,1373,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,22,35,39,81,113,268,1105,147,192,224,235,307,195,88,21,3,..
,,Females,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,25,47,1755,59,92,226,346,1032,538,360,105,29,..
,..acute myocardial infarction (I21-I22),Males and females,506,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,14,22,15,27,34,98,408,46,64,74,87,137,87,41,7,2,..
,,Males,264,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,13,21,14,25,30,90,174,32,42,31,36,33,23,9,1,0,..
,,Females,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,8,234,14,22,43,51,104,64,32,6,2,..
,"..other cardiovascular diseases (except rheumatic heart and valvular diseases) (I30-I33, I39-I52)",Males and females,784,1,0,0,0,1,2,1,0,0,2,1,2,1,5,5,9,18,41,31,40,51,163,619,67,61,114,120,257,140,94,20,3,..
,,Males,353,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,7,14,32,22,32,42,128,225,43,38,58,40,46,31,13,2,0,..
,,Females,431,1,0,0,0,1,2,1,0,0,2,0,1,0,2,0,2,4,9,9,8,9,35,394,24,23,56,80,211,109,81,18,3,..
,..cerebrovascular diseases (I60-I69),Males and females,842,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,6,21,16,27,44,108,734,65,82,137,159,291,173,94,17,7,..
,,Males,341,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,3,14,8,20,29,71,270,44,41,70,57,58,40,12,4,2,..
,,Females,501,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,7,8,7,15,37,464,21,41,67,102,233,133,82,13,5,..
,"Diseases of the respiratory system (J00-J99, U07)",Males and females,533,1,0,1,0,0,2,1,1,0,3,0,0,1,5,3,5,5,19,13,26,27,85,445,54,55,87,97,152,93,49,9,1,..
,,Males,329,0,0,1,0,0,1,1,1,0,2,0,0,0,5,3,4,4,16,10,18,23,67,260,44,41,60,53,62,44,15,3,0,..
,,Females,204,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,3,3,8,4,18,185,10,14,27,44,90,49,34,6,1,..
,..COVID-19 (U07),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..influenza (J10-J11),Males and females,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,1,2,2,6,3,2,0,1,..
,,Males,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,2,1,2,1,1,0,0,..
,,Females,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,4,2,1,0,1,..
,..pneumonia (J12-J18),Males and females,249,0,0,1,0,0,1,1,1,0,2,0,0,1,3,2,5,5,16,9,17,15,57,190,20,16,28,45,81,45,30,6,0,..
,,Males,142,0,0,1,0,0,1,1,1,0,2,0,0,0,3,2,4,4,13,8,11,13,45,95,16,12,17,21,29,20,7,2,0,..
,,Females,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,6,2,12,95,4,4,11,24,52,25,23,4,0,..
,..chronic lower respiratory diseases (J40-J47),Males and females,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,18,212,29,32,48,45,58,42,13,3,0,..
,,Males,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,13,144,25,27,35,28,29,22,6,1,0,..
,,Females,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,68,4,5,13,17,29,20,7,2,0,..
,....asthma (J45-J46),Males and females,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,29,2,3,7,6,11,10,0,1,0,..
,,Males,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,1,2,2,1,1,0,0,0,..
,,Females,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,0,2,5,4,10,9,0,1,0,..
,Diseases of the digestive system (K00-K93),Males and females,620,1,0,1,0,0,2,1,0,0,2,1,0,7,11,14,36,43,112,45,79,68,304,314,71,46,46,66,85,57,21,5,2,..
,,Males,340,0,0,1,0,0,1,1,0,0,1,1,0,4,7,8,28,32,80,32,55,42,209,130,47,25,23,14,21,17,4,0,0,..
,,Females,280,1,0,0,0,0,1,0,0,0,1,0,0,3,4,6,8,11,32,13,24,26,95,184,24,21,23,52,64,40,17,5,2,..
,"..ulcer of stomach, duodenum and jejunum (K25-K28)",Males and females,62,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,2,8,3,4,9,24,38,7,8,3,8,12,6,3,1,2,..
,,Males,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,7,1,4,5,17,14,4,3,2,2,3,3,0,0,0,..
,,Females,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,4,7,24,3,5,1,6,9,3,3,1,2,..
,"..chronic liver disease (K70, K73, K74)",Males and females,299,0,0,1,0,0,1,1,0,0,1,0,0,2,10,8,29,35,84,32,65,41,222,76,40,15,9,7,5,3,2,0,0,..
,,Males,197,0,0,1,0,0,1,1,0,0,1,0,0,1,6,4,22,25,58,23,43,25,149,47,27,10,7,2,1,0,1,0,0,..
,,Females,102,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,10,26,9,22,16,73,29,13,5,2,5,4,3,1,0,0,..
,....alcoholic liver disease (K70),Males and females,221,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,23,30,64,21,51,30,166,55,34,12,6,2,1,0,1,0,0,..
,,Males,164,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,22,47,18,35,21,121,43,26,8,6,2,1,0,1,0,0,..
,,Females,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,8,17,3,16,9,45,12,8,4,0,0,0,0,0,0,0,..
,.....cirrhosis of liver (K74),Males and females,72,0,0,1,0,0,1,1,0,0,1,0,0,2,2,4,4,5,17,10,12,11,50,21,6,3,3,5,4,3,1,0,0,..
,,Males,27,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2,1,3,8,4,6,4,22,4,1,2,1,0,0,0,0,0,0,..
,,Females,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,9,6,6,7,28,17,5,1,2,5,4,3,1,0,0,..
,Diseases of the skin and subcutaneous tissue (L00-L99),Males and females,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,5,16,0,3,3,3,7,5,1,0,1,..
,,Males,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,6,0,2,1,1,2,2,0,0,0,..
,,Females,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,10,0,1,2,2,5,3,1,0,1,..
,Diseases of the musculo-skeletal system and connective tissue (M00-M99),Males and females,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,4,3,3,17,26,1,3,8,7,7,1,5,1,0,..
,,Males,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,3,13,6,0,1,1,3,1,0,1,0,0,..
,,Females,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,4,20,1,2,7,4,6,1,4,1,0,..
,"..rheumatoid arthritis and osteoarthrosis (M05-M06, M15-M19)",Males and females,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,13,0,3,2,3,5,1,3,1,0,..
,,Males,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,2,1,0,1,0,0,..
,,Females,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,9,0,2,2,1,4,1,2,1,0,..
,Diseases of the genito-urinary system (N00-N99),Males and females,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,5,14,117,8,10,17,25,57,35,18,4,0,..
,,Males,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,3,10,51,3,3,11,14,20,17,3,0,0,..
,,Females,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,66,5,7,6,11,37,18,15,4,0,..
,..diseases of kidney and ureter (N00-N29),Males and females,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,3,11,80,6,6,14,16,38,24,11,3,0,..
,,Males,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,2,8,30,2,1,9,8,10,8,2,0,0,..
,,Females,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,50,4,5,5,8,28,16,9,3,0,..
,....nephritic syndromes (N00-N05),Males and females,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,..
,,Males,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,..hyperplasia of prostate (N40),Males and females,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,1,5,5,4,1,0,0,..
,,Males,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,1,5,5,4,1,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,"Complications of pregnancy, childbirth and puerperium (O00-O99)",Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,..pregnancy with abortive outcome (O00-O08),Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,Certain conditions originating in the perinatal period (P00-P96),Males and females,16,16,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Males,9,9,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Females,7,7,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,..birth trauma (P10-P15),Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,Congenital malformations and chromosomal abnormalities (Q00-Q99),Males and females,20,5,0,0,0,3,8,3,0,1,9,2,0,0,0,0,0,0,2,1,3,2,8,3,0,2,0,1,0,0,0,0,0,..
,,Males,9,3,0,0,0,1,4,1,0,0,4,1,0,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,..
,,Females,11,2,0,0,0,2,4,2,0,1,5,1,0,0,0,0,0,0,1,0,1,1,3,3,0,2,0,1,0,0,0,0,0,..
,"Symptoms, signs and ill-defined causes (R00-R99)",Males and females,405,2,0,0,0,0,2,0,0,0,2,0,1,1,6,5,6,9,28,24,24,44,120,283,34,25,29,55,140,54,58,20,8,..
,,Males,199,1,0,0,0,0,1,0,0,0,1,0,1,0,5,4,5,8,23,18,17,34,92,106,23,17,9,24,33,13,16,3,1,..
,,Females,206,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,5,6,7,10,28,177,11,8,20,31,107,41,42,17,7,..
,..senility (R54),Males and females,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,6,23,111,37,48,18,8,..
,,Males,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,2,11,29,11,15,2,1,..
,,Females,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,4,12,82,26,33,16,7,..
,..sudden infant death syndrome (R95),Males and females,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Males,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,,Females,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
,..unknown and unspecified causes (R96-R99),Males and females,261,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,6,9,28,24,24,43,119,142,34,24,23,32,29,17,10,2,0,..
,,Males,154,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,8,23,18,17,33,91,63,23,16,7,13,4,2,1,1,0,..
,,Females,107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,6,7,10,28,79,11,8,16,19,25,15,9,1,0,..
,Injury and poisoning (V01-Y89),Males and females,863,4,1,0,0,0,5,1,5,8,18,18,26,54,75,64,69,56,362,89,80,87,618,227,61,51,45,36,34,23,8,3,0,..
,,Males,656,1,1,0,0,0,2,1,3,3,8,15,21,44,64,55,53,44,296,73,63,70,502,146,46,32,35,16,17,11,6,0,0,..
,,Females,207,3,0,0,0,0,3,0,2,5,10,3,5,10,11,9,16,12,66,16,17,17,116,81,15,19,10,20,17,12,2,3,0,..
,..accidents (V01-X59),Males and females,581,3,1,0,0,0,4,1,5,5,14,7,12,37,52,46,48,35,237,56,55,64,412,155,43,33,31,24,24,16,5,3,0,..
,,Males,430,1,1,0,0,0,2,1,3,2,7,4,9,30,43,42,39,27,194,43,43,53,333,90,29,18,24,8,11,6,5,0,0,..
,,Females,151,2,0,0,0,0,2,0,2,3,7,3,3,7,9,4,9,8,43,13,12,11,79,65,14,15,7,16,13,10,0,3,0,..
,....transport accidents (V01-V99),Males and females,80,1,0,0,0,0,1,0,1,2,4,3,5,11,3,5,10,4,41,7,3,8,59,17,3,4,6,3,1,1,0,0,0,..
,,Males,53,0,..,..,..,..,0,0,0,2,2,1,4,8,3,5,7,2,30,4,1,7,42,9,1,1,5,2,0,0,0,0,0,..
,,Females,27,1,0,0,0,0,1,0,1,0,2,2,1,3,0,0,3,2,11,3,2,1,17,8,2,3,1,1,1,1,0,0,0,..
,....accidental falls (W00-W19),Males and females,121,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,6,6,23,9,14,10,56,65,11,11,14,11,18,10,5,3,0,..
,,Males,83,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,20,5,13,8,46,37,6,6,12,4,9,4,5,0,0,..
,,Females,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,4,1,2,10,28,5,5,2,7,9,6,0,3,0,..
,....accidental drowning (W65-W74),Males and females,35,0,0,0,0,0,0,0,0,2,2,1,1,2,4,2,2,2,14,6,3,4,27,6,3,1,2,0,0,0,0,0,0,..
,,Males,27,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,12,5,2,4,23,4,3,0,1,0,0,0,0,0,0,..
,,Females,8,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,2,1,1,0,4,2,0,1,1,0,0,0,0,0,0,..
,"....exposure to smoke, fire and flames (X00-X09)",Males and females,52,0,1,0,0,0,1,1,1,0,2,0,0,0,2,1,3,2,8,3,7,10,28,22,8,2,5,4,3,3,0,0,0,..
,,Males,33,0,1,0,0,0,1,1,1,0,2,0,0,0,1,0,1,2,4,3,5,8,20,11,5,1,3,1,1,1,0,0,0,..
,,Females,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,2,2,8,11,3,1,2,3,2,2,0,0,0,..
,....exposure to excessive natural cold (X31),Males and females,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,4,10,4,22,12,4,4,0,3,1,1,0,0,0,..
,,Males,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,4,9,4,21,6,2,3,0,0,1,1,0,0,0,..
,,Females,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,2,1,0,3,0,0,0,0,0,..
,....accidental poisoning (X40-X49),Males and females,205,0,0,0,0,0,0,0,0,1,1,3,3,21,37,30,23,18,135,24,11,18,188,16,11,4,1,0,0,0,0,0,0,..
,,Males,168,0,0,0,0,0,0,0,0,0,0,3,2,17,30,29,20,12,113,19,7,16,155,13,9,3,1,0,0,0,0,0,0,..
,,Females,37,0,0,0,0,0,0,0,0,1,1,0,1,4,7,1,3,6,22,5,4,2,33,3,2,1,0,0,0,0,0,0,0,..
,......accidental poisoning by alcohol (X45),Males and females,112,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,15,45,23,11,18,97,15,10,4,1,0,0,0,0,0,0,..
,,Males,90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,9,37,18,7,16,78,12,8,3,1,0,0,0,0,0,0,..
,,Females,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,5,4,2,19,3,2,1,0,0,0,0,0,0,0,..
,..suicide (X60-X84),Males and females,195,0,0,0,0,0,0,0,0,2,2,10,12,13,14,12,15,10,86,22,15,13,136,57,13,15,12,8,9,6,3,0,0,..
